text_id,text,hate,moh_text
hasoc_en_535,"Doctor lynched to death by 200 muslims recorded on camera, Mamata Banerji clinging to C.M.chair shamelessly.",1,Doctor lynched to death by pakad मूसलमानों recorded on camera ममता बैनर्जी clinging to सहारे shamelessly
hasoc_en_284,Name calling works!!!  DotardDonald LiarTrump DerangedDonald BullyTrump DesperateDonald IdiotTrump but you’ve got to tell the truth or it doesn’t.  isn’t nervous. You are. It’s called Projection and Donny? It’s okay. You’re right to be nervous. FuckTrump,0,Name calling works DotardDonald LiarTrump DerangedDonald BullyTrump DesperateDonald IdiotTrump but यू got to tell the truth or it दोस्त इन्ट nervous You are Its called Projection and Donny Its okay ओरे right to be nervous FuckTrump
hasoc_en1_7254,Historic moment for entire India.    Congratulations to Shri  ji on being sworn in as the Prime Minister of India for a second consecutive term.    I am sure India will continue to scale new heights under your able leadership.,0,Historic moment for entire India Congratulations to होरी जी on being sworn in as the Prime Minister of India for a second consecutive term I am sure India will continue to scale new heights under your able leadership
hasoc_en_2555,Cricket in Rainy season was really a Great idea ShameOnICC,0,Cricket in Rainy season was really a Great idea ShameOnICC
hasoc_en_4662,"What a poor advertisement of CWC19      Hope same thing happens for INDvPAK match.     deserves it.    Poor Schdule, Poor Ground conditions, Poor Rules &amp; Regulations.    Important tournament is wasted.    ShameOnICC",1,What a poor advertisement of CWC19 Hope same thing happens for INDvPAK match deserves it Poor शेड्यूल Poor Ground conditions Poor Rules amp Regulations Important tournament is wasted ShameOnICC
hasoc_en_5068,700 Doctors resigned from their jobs DoctorsFightBack   It's high time for  to apologise or quit.   India don't want an arrogant intolerant CM,1,700 Doctors resigned from their jobs DoctorsFightBack Its high time for to पालिशदार or quit India डोंट want an arrogant intolerant CM
hasoc_en_3950,The NYT has been around long before you and will be around long after you are gone and forgotten.  YOU ARE THE ENEMY OF THE PEOPLE!  EnemyOfThePeople   TrumpIsTheEnemyOfThePeople   TrumpIsATraitor   TrumpIsAFraud   TrumpIsAMoron,1,The NYT has been around long before you and will be around long after you are gone and forgotten YOU ARE THE ENEMY OF THE PEOPLE EnemyOfThePeople TrumpIsTheEnemyOfThePeople TrumpIsATraitor TrumpIsAFraud TrumpIsAMoron
hasoc_en_975,STOP 👏🏼GIVING👏🏼OJ👏🏼ATTENTION👏🏼 MURDERER,0,STOP GIVINGOJATTENTION MURDERER
hasoc_en_4232,After listening to the  interview on  I love you Rick FuckTrump,1,After listening to the interview on I love you Rick FuckTrump
hasoc_en_1297,keep ur focus on umpiring then to have focus on dhoni's gloves....  DhoniKeepsTheGlove,0,keep उर focus on umpiring then to have focus on धोनी gloves DhoniKeepsTheGlove
hasoc_en_2931,"They were all sleeping when Dr. Kafeel Khan was being persecuted at the hands of Yogi Adityanath. Now Mamta is not even the perpetrator, but an enforcer of law and order, but she is being targeted as if she is the main accused.  DoctorsFightBack",0,They were all sleeping when Dr फील Khan was being persecuted at the hands of Yogi दीनानाथ Now ममता is not even the perpetrator but an enforcer of law and order but she is being targeted as if she is the main accused DoctorsFightBack
hasoc_en_3295,He’s trying to BE relevant. Murderer,0,Hes trying to BE relevant Murderer
hasoc_en_2762,Trump is a liar  beggarman   grifter   thief  FuckTrump  VOTE,1,Trump is a liar बेगाँ ग्रीयर thief FuckTrump VOTE
hasoc_en_5367,"If you are Non-Bengali, your life is in danger!  You may be killed by  goon at any time!        DoctorsFightBack BengalBurning   MannKiBaat",1,If you are बाग्ला your life is in danger You may be killed by goon at any time DoctorsFightBack BengalBurning MannKiBaat
hasoc_en_726,doctorsfightback  The asaulting patient party may have hurt  those doctors directly involved in the case. But Mamata has hurt the entire community of doctors and the society by her unmindful response.,0,doctorsfightback The साल्टिंग patient party may have hurt those doctors directly involved in the case But ममता has hurt the entire community of doctors and the society by her unmindful response
hasoc_en_1393,How does that help those who don’t reach the dizzying heights of a 40% tax bracket? dickhead cokehead,0,How does that help those who डोंट reach the dizzying heights of a 400 tax bracket dickhead कहना
hasoc_en_667,terroristNationPakistan loses another match haha 😂,0,terroristNationPakistan loses another match चाहा
hasoc_en_5280,' KenBurns wants ALL of us to remember Donald Trump’s extreme response to the Central Park Five case.'   FUCKTRUMP  🖕🖕🖕impeachtrump CP5 deathpenalty realDonaldTrump slavepatrol system rikersisland judges court LindaFairstein ElizabethLederer,0,KenBurns wants ALL of us to remember Donald Trumps extreme response to the Central Park Five case FUCKTRUMP impeachtrump CP5 पेनाल्टी realDonaldTrump पेट्रोल system श्रीकृष्ण judges court LindaFairstein ElizabethLederer
hasoc_en_308,Because 'transparency.'  FuckTrump,0,Because transparency FuckTrump
hasoc_en_1214,TrumpIsATraitor  He should be long gone by now.,0,TrumpIsATraitor He should be long gone by now
hasoc_en_302,"Muslim 2 his wife  Talaq-Talaq-Talaq,wife chats back Modi-Modi Modi.This is a Victory 4 Fair sex.India rejoices today as da Triple Talaq Bill Passed Jai Hind",0,Muslim 2 his wife TalaqTalaqTalaqwife chats back सोडिपोडी सोढियों is a Victory 4 Fair इंडिया rejoices today as डा Triple तलाक़ Bill Passed आई Hind
hasoc_en_3743,"Everyone waited for 4 years to see the England Rains , what a proud moment 👏  ShameOnICC",0,Everyone waited for 4 years to see the England Rains what a proud moment ShameOnICC
hasoc_en_785,The kids should go to prison with their traffickers. FuckTrump FuckDrumpf EndChildTraffickerSeparation Russia,0,The kids should go to prison with their traffickers FuckTrump FuckDrumpf EndChildTraffickerSeparation Russia
hasoc_en_3081,continues to try sooooo hard to remain relevant. MSM is the only one who cares LowRatings LowIQ DrugAddict SexFiend DoucheBag,1,continues to try सू hard to remain relevant MSM is the only one who cares कोटिंग्स LowIQ DrugAddict SexFiend DoucheBag
hasoc_en_577,"Wearing bandages on foreheads, over 1,400 resident Doctors at the Postgraduate Institute of Medical Education and Research (PGIMER) Chandigarh suspended work for 4 hours on Friday  DoctorsFightBack DoctorsProtest doctors_against_assualt",0,Wearing bandages on foreheads over 400 resident Doctors at the Postgraduate Institute of Medical Education and Research PGIMER Chandigarh suspended work for 4 hours on Friday DoctorsFightBack DoctorsProtest doctors_against_assualt
hasoc_en_64,TMC facilated Bagla Film Atrist are about to save Political future of Mamata Banerji. Shame on them.,0,TMC फ़ाइल अगला Film त्रिश are about to save Political future of ममता बैनर्जी Shame on them
hasoc_en_1352,The way  is hosting the tournament in England without checking the weather conditions ShameOnICC   If rains continues then  should reschedule the matches  CricketWorldCup2019,0,The way is hosting the tournament in England without checking the weather conditions ShameOnICC If rains continues then should reschedule the matches CricketWorldCup2019
hasoc_en_2525,Embassies worldwide are defying Trump &amp; flying the Pride flag without permission Resist ResistTrump FuckTrump,0,Embassies worldwide are defying Trump amp flying the Pride flag without permission Resist सिस्टूम FuckTrump
hasoc_en_593,Well planned swimming world cup 👍🏻👍🏻keep planning the same ShameOnIcc,0,Well planned swimming world cup keep planning the same ShameOnIcc
hasoc_en_212,"Accepting Refugees on the basis of their nationality does not represent your humanity and HumanRights , Rather, it shows the depth of your discrimination and racism.  Resettlement4Iranian  IranianRefugeesInTurkey",0,Accepting Refugees on the basis of their nationality does not represent your humanity and नाइट्स Rather it shows the depth of your discrimination and racism Resettlement4Iranian IranianRefugeesInTurkey
hasoc_en_5845,"All Eng matches are on dry pitches &amp; sunny days, and others have been gifted with green tops with wet outfields &amp; gloomy weather conditions...    Schedule is 'well fixed' for  by our  who finds Dhoni's Balidaan gloves more important than this   ShameOnICC",1,All Eng matches are on dry pitches amp sunny days and others have been gifted with green tops with wet outfields amp gloomy weather conditions Schedule is well fixed for by our who finds होनी बलिदान gloves more important than this ShameOnICC
hasoc_en1_4969,"Perception. 1shd b able to reach to d core of d perception.  Relegns R nothng bt perceptions of some indvdls lk Prince Siddarth who ws Budda, Jesus who wntd 2 love unconditionally, Mohammad who wanted2b in Bliss/Rooh. Bt Sanaathan Dharm is nt perception.",0,Perception शाद b able to reach to d core of d perception लैन्स R नोटों बीटी perceptions of some डीवीडी लाक Prince सिद्धार्थ who वैसे मुद्दा Jesus who वांटेड 2 love unconditionally Mohammad who वांटेड in BlissRooh Bt अनाथों हराम is एएनटी perception
hasoc_en_3388,fucktrump but love this J’s 😝 😅,0,ट्रम्प but love this Js
hasoc_en_3140,ShameOnICC Do a favour to cricket lovers all over the world shift the remaining matches to India..BCCI can still successfully conduct this world cup 😄😄,1,ShameOnICC Do a फेवर to cricket lovers all over the world shift the remaining matches to IndiaBCCI can still successfully conduct this world cup
hasoc_en_1628,When a Doctor in West Bengal returns home safely   we_want_justice  DoctorsFightBack,0,When a Doctor in West Bengal returns home safely we_want_justice DoctorsFightBack
hasoc_en_138,This junk49 with backing of Mamata wanted to take away the good positive mood in country after chandrayan and show govt in bad light...their anti HINDU attitude is also shown by visit of this lady to jihadis after attack on doctors..Mamata psychophant,1,This जंक with backing of ममता wanted to take away the good positive mood in country after चंद्रयान and show govt in bad लाइटर anti HINDU attitude is also shown by visit of this lady to जिहादी after attack on डाक्टरेट चौहान
hasoc_en_3112,"PresidentObama  will always be superior to you, IdiotTrump. No contest, really.",1,रेसीडेन्ट will always be superior to you IdiotTrump No contest really
hasoc_en_2666,"That tweet is GOLDEN coming from you ...    What kind of FATHER gets his DAUGHTER'S friend PREGNANT not once but twice &amp; then because of YOU,  that LITTLE GIRL commits suicide?  Yep you're right...WE ARE better than that!    Happy Fathers day MURDERER",1,That tweet is GOLDEN coming from you What kind of FATHER gets his DAUGHTERS friend PREGNANT not once but twice amp then because of YOU that LITTLE GIRL commits suicide Yep यौर राईट ARE better than that Happy Fathers day MURDERER
hasoc_en_5070,Today's House Judiciary hearing re: MuellerReport/RussiaGate was the most perfect example to date proving what the next year and a half is going to continue to be all about (i.e. shit into the faces of the American people). FuckDemocrats FuckRepublicans FuckTrump,1,डेज़ House Judiciary hearing re MuellerReportRussiaGate was the most perfect example to date proving what the next year and a half is going to continue to be all about किए shit into the faces of the American people डैमोक्रैट्स रिप्बलिकन FuckTrump
hasoc_en_434,I didn’t assume you were a liberal ... I was just voicing an opinion on liberals ... sorry if I offended you by and would never accuse anyone of being a liberal until I’d seen them drool .....,0,I दीन assume you were a liberal I was just voicing an opinion on liberals sorry if I offended you by and would never accuse anyone of being a liberal until Id seen them drool
hasoc_en_1047,Yesterday  Congress : blood donations are necessary blah blah blah   Today   Congress : snubbed on injustice on doctors in wb   Shame on u so called national opposition   Thuuuuuuu Congress WestBengal DoctorsFightBack DoctorsProtest   SoniaGandhi RahulGandhi priyankagandhi,1,Yesterday Congress blood donations are necessary blah blah blah Today Congress snubbed on injustice on doctors in वैब Shame on u so called national opposition हूं Congress इटरनल DoctorsFightBack DoctorsProtest आँधी आँधी प्रियंका
hasoc_en_555,It's ICC RAIN WORLD CUP 2019. Totally flopped.  ShameOnICC icc CWC19 RainStopsMatch,0,Its ICC RAIN WORLD CUP 2019 Totally flopped ShameOnICC एआइसीसी CWC19 RainStopsMatch
hasoc_en_3672,Coming from a guy he grew up in 70’s and loving the NFL   - just GO AWAY !! You should be behind bars shameful guilty MURDERER,1,Coming from a guy he grew up in 70s and loving the NFL just GO AWAY You should be behind bars shameful guilty MURDERER
hasoc_en_3553,Tory leadership candidates take part in press gallery hustings but Boris Johnson stays away   ToryLeadershipContest  BorisJohnsonShouldNotBePM,0,Tory leadership candidates take part in press gallery hustings but Boris Johnson stays away ToryLeadershipContest BorisJohnsonShouldNotBePM
hasoc_en_5348,Where are all liberals? Liberals rapist,0,Where are all liberals Liberals rapist
hasoc_en_2868,"BorisJohnson dont forget your comb, not only for your toupee, but also for your pubic hair, you bloody\nTerrible Rat Urinating on Moral & Politics (a la Trump )\nFuck you and just go away, thank you  pic.twitter.com/FOEwoXkq4I",1,BorisJohnson डोंट forget your comb not only for your toupee but also for your pubic hair you bloodynTerrible Rat Urinating on Moral Politics a la Trump nFuck you and just go away thank you pictwittercomFOEwoXkq4I
hasoc_en_5116,Hey TRAITOR—  Take info from an Enemy of the United States?  You are learning Comrade Stewart! Soon you will be welcomed back to Mother Russia as a hero!  DOUCHEBAG,0,Hey TRAITOR Take info from an Enemy of the United States You are learning Comrade Stewart Soon you will be welcomed back to Mother Russia as a hero DOUCHEBAG
hasoc_en_1275,EastTurkistan World Wide Demonstration for Beijing Olympic. (Japan)    Uyghur FreeUyghur BoycottChina ウイグル RT,0,तुर्किस्तानी World Wide Demonstration for Beijing Olympic Japan उईघुर FreeUyghur BoycottChina ウイグル RT
hasoc_en_4217,Why do we have to have such a douchebag criminal as President?,1,Why do we have to have such a डूश criminal as President
hasoc_en_2861,fuck off imagine being 15 years old and thinking you know better than a literal doctor shut up pic.twitter.com/PWBOWX3oN8,1,fuck off imagine being 15 years old and thinking you know better than a literal doctor shut up pictwittercomPWBOWX3oN8
hasoc_en_5091,"Damn,  is such a loser and magats don't care. Suckers. maga FOXNews FuckTrump  via",1,Damn is such a loser and मगध डोंट care Suckers मगर FOXNews FuckTrump via
hasoc_en_484,So now OJ is going to take time off finding the 'real killer' just long enough to 'get even'!?!?  Disgusting...  OJSimpson SerialKiller murderer,0,So now OJ is going to take time off finding the real killer just long enough to get even Disgusting सिम्पसन सीरियलाइजर murderer
hasoc_en_4195,Your fragile pathetic ego isn't capable of handling the truth.  TrumpIsTheEnemyOfThePeople TrumpIsNotAboveTheLaw TrumpIsATraitor TrumpIsAFraud,0,Your fragile pathetic ego इन्ट capable of handling the truth TrumpIsTheEnemyOfThePeople TrumpIsNotAboveTheLaw TrumpIsATraitor TrumpIsAFraud
hasoc_en_2346,"Dear ,   Instead of focussing on  gloves better focus on improving the quality of umpires.  4 decisions overturned so far in today's game + a huge No Ball miss that costed Chris Gayle's wicket. DhoniKeepsTheGlove",0,Dear Instead of फोर्सिंग on gloves better focus on improving the quality of umpires 4 decisions overturned so far in टोडों game a huge No Ball miss that costed Chris अल्सेस wicket DhoniKeepsTheGlove
hasoc_en_3888,"Rain, injuries, poor umpiring, hospitality issues and censoring commentators! The worst world cup is in progress?    CWC19 EngvWI Shameonicc INDvPAK AusvSL",0,Rain injuries poor umpiring hospitality issues and censoring commentators The worst world cup is in progress CWC19 EngvWI हार्मोनिक INDvPAK AusvSL
hasoc_en_2438,must answer if word GandiNaaliAbuse used by his leader in LS is word of love. It is exemplary culture of BJP MPs who did not refer opposition to Mathai book in response to such dirty language.    GandiNaaliAbuse,0,must answer if word GandiNaaliAbuse used by his leader in LS is word of love It is exemplary culture of BJP MPs who did not refer opposition to कथा book in response to such dirty language GandiNaaliAbuse
hasoc_en_567,"The new ICC Cricket World Cup design. Four matches interpreted by the ⛈🌦🌧🌨 Not enjoying this CWC19 Cricket 🏏🤐🤭🤫🤔 even though its local london CricketWorldCup ShameOnICC CWC2019 Really disappointed,  were working on it since few years 🤣😂 money makin machine 💔",0,The new ICC Cricket World Cup design Four matches interpreted by the Not enjoying this CWC19 Cricket even though its local लन्दन CricketWorldCup ShameOnICC CWC2019 Really disappointed were working on it since few years money मेकिंग machine
hasoc_en_5421,"DoctorsFightBack.     I am sorry about the present state of Bangal. It was India’s capital for literature, Politics, Religious activity etc. I feel people of Bengal are suffering for their own mistake of electing such people as their rulers.",1,DoctorsFightBack I am sorry about the present state of अंगल It was डीआईएएस capital for literature Politics Religious activity etc I feel people of Bengal are suffering for their own mistake of electing such people as their rulers
hasoc_en_2461,"....The wonderful Iranian people are suffering, and for no reason at all. Their leadership spends all of its money on Terror, and little on anything else. The U.S. has not forgotten Irans use of IEDs & EFPs (bombs), which killed 2000 Americans, and wounded many more...",0,The wonderful Iranian people are suffering and for no reason at all Their leadership spends all of its money on Terror and little on anything else The US has not forgotten फ्रांस use of IEDs EFPs bombs which killed pakad Americans and wounded many more
hasoc_en_5703,Alabama banned abortion for rape victims. It's also protecting rapists' parental rights. - The Washington Post WomensRightsAreHumanRights freedom rapist No one person should have a right to a child based on a violent act of rape!,1,Alabama banned abortion for rape victims Its also protecting rapists parental rights The Washington Post WomensRightsAreHumanRights freedom rapist No one person should have a right to a child based on a violent act of rape
hasoc_en_3935,"This is what I hate most about politics today:  F*** Business. F*** the NHS. F*** Northern Ireland. F*** struggling families. F*** our allies. F*** the country. As long as we can save the Party, No Deal Brexit will be worth it.  BorisJohnsonShouldNotBePM",1,This is what I hate most about politics today F Business F the NHS F Northern Ireland F struggling families F our allies F the country As long as we can save the Party No Deal Brexit will be worth it BorisJohnsonShouldNotBePM
hasoc_en_3946,Dear icc on 16th June 2019 decide whether we play football or cricket. Match to hona hi chaiye INDvsPAK ShameOnICC,1,Dear एआइसीसी on 12वीं June 2019 decide whether we play football or cricket Match to होना hi चाहिए INDvsPAK ShameOnICC
hasoc_en_3911,She’s probably lying about leaving so people don’t notice trump selling arms to country that attacked USA on 9/11.  TrumpTreason TrumpResignNow TrumpIsATraitor,1,Shes probably lying about leaving so people डोंट notice trump selling arms to country that attacked USA on 911 TrumpTreason TrumpResignNow TrumpIsATraitor
hasoc_en_835,He was perfectly neutral to the people who deserved nuetrality. You do not get to destroy America and get treated equally. fucktrump,0,He was perfectly neutral to the people who deserved केन्द्रीयता You do not get to destroy America and get treated equally ट्रम्प
hasoc_en_2560,Avlon: This is what the Founding Fathers warned against Resist ResistTrump FuckTrump,0,वलों This is what the Founding Fathers warned against Resist सिस्टूम FuckTrump
hasoc_en_880,"No.  ICC Champions last year, AIA Cup Winners before that",0,No ICC Champions last year AIA Cup Winners before that
hasoc_en_572,Emergency OT at Murshidabad Medical College. EMERGENCY SERVICES are still going on deespite en masse resignation. DONT BELIEVE ON RUMOURS spread by Didi's goons and her paid Media.     DoctorsFightBack DoctorsStrike,0,Emergency OT at मुर्शिदाबाद Medical College EMERGENCY SERVICES are still going on रेस्पाइट् en मैसी resignation DONT BELIEVE ON RUMOURS spread by बीड़ियों goons and her paid Media DoctorsFightBack DoctorsStrike
hasoc_en_1422,Analysis: Amash exposed a secret about conservatism under Trump Resist ResistTrump FuckTrump,0,Analysis मैश exposed a secret about conservatism under Trump Resist सिस्टूम FuckTrump
hasoc_en_2897,"His team can keep him away from the media, but BorisJohnson was always going to manage to fuck things up. Those who are blaming the neighbours for Bojo attacking his girlfriend, REALLY, 2 Tory MPs in a matter of days attacking women and somehow it's ok. Both Not fit for office.",1,His team can keep him away from the media but BorisJohnson was always going to manage to fuck things up Those who are blaming the नेबरहुड for जोजो attacking his girlfriend REALLY 2 Tory MPs in a matter of days attacking women and somehow its रोक Both Not fit for office
hasoc_en_3468,Who's going to win today??  🇮🇳vs🇦🇺 INDvAUS INDvsAUS CWC19 cwc2019 TeamIndia CmonAussie    SundayThoughts CricketWorldCup2019 CricketMeriJaan DhoniKeepsTheGlove dhonigloves ViratKohli AaronFinch,0,होश going to win today vs INDvAUS INDvsAUS CWC19 cwc2019 TeamIndia CmonAussie SundayThoughts CricketWorldCup2019 CricketMeriJaan DhoniKeepsTheGlove ढोल किरौली एरोनियन
hasoc_en_1369,The GOP loves how stupid trump is! They are thriving off of it. ImpeachmentNOW Collusion fucktrump fuckthegop,0,The GOP loves how stupid trump is They are thriving off of it ImpeachmentNOW Collusion ट्रम्प fuckthegop
hasoc_en1_2088,AIMIM Aurangabad MP  1st Speech at 17th Lok Sabha.,0,AIMIM मुर्शिदाबाद MP एसटी Speech at 12वीं Lok आभा
hasoc_en_3413,"Emergencies being handled alongside peaceful protests. still authorities remain aloof..no security yet,no arrest of culprits..SaveTheDoctors  DoctorsFightBack  MamataLosingControl",0,Emergencies being handled alongside peaceful protests still authorities remain जलूँ security एथनो arrest of culpritsSaveTheDoctors DoctorsFightBack MamataLosingControl
hasoc_en_296,"He lied to us ,he’s talking about  staying in the SM and CU after October that is not leaving, learn from Mays methods and don’t get fooled again, we need to support TBP to hold him to his word.",0,He lied to us hes talking about staying in the SM and CU after October that is not leaving learn from Mays methods and डोंट get fooled again we need to support TBP to hold him to his word
hasoc_en_4009,Nowadays  just want money nothing else. The officers are so weak in this institution that they can’t even take a stand for their country. For them money is more imp. Than country’s respect. Such a Shame that is  DhoniKeepsTheGlove IndiaStandsWithDhoni IndiaWithDhoni,1,Nowadays just want money nothing else The officers are so weak in this institution that they cant even take a stand for their country For them money is more imp Than कंट्री respect Such a Shame that is DhoniKeepsTheGlove IndiaStandsWithDhoni IndiaWithDhoni
hasoc_en_677,Just a daily reminder to   that he is a National Disgrace.     TraitorTrump   TrumpIsADisgrace   TrumpIsATraitor,1,Just a daily reminder to that he is a National Disgrace TraitorTrump TrumpIsADisgrace TrumpIsATraitor
hasoc_en_2618,"'The push from the shires to ´just get on with it´ is deeply dangerous, not only for Britain but for this island.'  BorisJohnsonShouldNotBePM and nor should anyone willing to risk economic disaster for both UK &amp; Ireland, or threat to the GFA.",0,The push from the shires to just get on with it is deeply dangerous not only for Britain but for this island BorisJohnsonShouldNotBePM and nor should anyone willing to risk economic disaster for both UK amp Ireland or threat to the GFA
hasoc_en_5012,"We just protested against privatization, and now our parents are jobless, our chelter is taken away, and we will be obligated to join the military forces if we refuse to kneel  medschool  DoctorsUnderOppression   MedicalStudentsStrike   Medecine   DoctorsFightBack",1,We just protested against privatization and now our parents are jobless our चैस्टर is taken away and we will be obligated to join the military forces if we refuse to kneel स्कूिल DoctorsUnderOppression MedicalStudentsStrike ढलने DoctorsFightBack
hasoc_en_154,.  .  .  worldcup ipl cricket cwc viratkohli india icc indiancricketteam rohitsharma msdhoni teamindia dhoni pakistan virat  bhfyp tilltoss,0,वर्ल्र्ड आईपीएल cricket cwc विरही इन्डिया एआइसीसी indiancricketteam बोधिधर्म धोनी इंडिया धोनी फिलीस्तीन विराट् bhfyp टिलायट
hasoc_en_4293,Does THIS look like the face of a rapist and traitor?    Assange WikiLeaks Belmarsh,1,Does THIS look like the face of a rapist and traitor असांजे विकीलीक्स एल्मर
hasoc_en_3677,Your father has no brain function.  Any opinion on that?  FUCKTRUMP  25thAmendmentNow,1,Your father has no brain function Any opinion on that FUCKTRUMP 25thAmendmentNow
hasoc_en_555,LoveSong For Bataclan PrayForParis: Aaron    U-Turn [Lili] |     ParisAttacks,0,LoveSong For कैतालियाई PrayForParis Aaron UTurn इली ParisAttacks
hasoc_en_3620,Everyone's googling Nottingham and Manchester weather⛈️  Aren't you??    INDvPAK ICCWorldCup2019 ShameOnICC,0,एवरीवन googling Nottingham and Manchester weather ब्रेन्ट you INDvPAK ICCWorldCup2019 ShameOnICC
hasoc_en_4028,The behaviour of Mamata is akin to a stock trader. Having lost money in a trade carries out more for desparate win unmindful of the fact that he/she  is losing more and more. Time to get a good advisor DoctorsFightBack,1,The ब्यवहार of ममता is akin to a stock trader Having lost money in a trade carries out more for पार्थक्य win unmindful of the fact that हेहे is losing more and more Time to get a good advisor DoctorsFightBack
hasoc_en_603,Hear  Take Aim at  on New Song ‘ArrestThePresident’  via  FuckTrump,0,Hear Take Aim at on New Song ArrestThePresident via FuckTrump
hasoc_en_2512,The    and  himself don't care if they break laws like the Hatch law.         fucktrump fuckthegop voteoutgop draintheswamp trumpresign impeachtrump gop politics,0,The and himself डोंट care if they break laws like the Hatch law ट्रम्प fuckthegop voteoutgop draintheswamp trumpresign impeachtrump गोप politics
hasoc_en_462,Thank you capstan  EidMubarak PTI imranhataomulkbachao imrankhan,0,Thank you capstan दुबारा PTI imranhataomulkbachao मक्खण
hasoc_en_4951,"Brutal, horrific, shocking ...a new low in the vitiation of human mind. The perpetrators must not go unpunished.    death deathofhumanity murder aligarh womenempowerment childrapist 3yearsold girl raped Muslims  childmolester rapist kid kidrape aligarhrapecase2019",1,Brutal horrific shocking a new low in the vitiation of human mind The perpetrators must not go unpunished death deathofhumanity murder अलीगढ़ womenempowerment चिलास यीअर्स girl raped Muslims कोलेस्ट्रोल rapist kid किराने aligarhrapecase2019
hasoc_en_2222,They say colouring is therapeutic..... I just finished my newest piece and I couldn’t agree more ❤️🤣👊😂🙏    canadianshatetrump ResistTogether fucktrump,0,They say ब्लूमिंग is therapeutic I just finished my newest piece and I कौट agree more canadianshatetrump टूगैदर ट्रम्प
hasoc_en_558,"Unfortunately it won’t happen, the two sides hate each other but like remainers and brexiteers.",0,Unfortunately it wont happen the two sides hate each other but like रिमेंडर and ब्रीडरों
hasoc_en1_5528,Mohammad Sabir gave TripleTalaq to Zainab when she asked ₹30 to purchase vegetables & beaten her on road. FIR registered u/s 498A in Noida.    Sabir has 4 children over 9 yr of marriage.,0,Mohammad अबीर gave TripleTalaq to आइना when she asked तीस_num to purchase vegetables beaten her on road FIR registered us 498A in नोयडा अबीर has 4 children over 9 yr of marriage
hasoc_en_3734,Exactly. Douchebag,1,Exactly Douchebag
hasoc_en_2372,PLEASE SEE WHAT THEY ARE SAYING FIRST-HAND. DON'T TRUST YELLOW JOURNALISTS!  DoctorsFightBack  DoctorsStrike  DoctorsProtest  StandWithNRSMCH,0,PLEASE SEE WHAT THEY ARE SAYING FIRSTHAND DONT TRUST YELLOW JOURNALISTS DoctorsFightBack DoctorsStrike DoctorsProtest StandWithNRSMCH
hasoc_en_1904,As part of protest against the recent attack on two junior doctors in West Bengal there are more than 600 doctors from multiple colleges and hospitals have resigned.     We stand with you.     StopViolenceAgainstDoctors DoctorsFightBack kronik969 standwithyou,0,As part of protest against the recent attack on two junior doctors in West Bengal there are more than साठ_num doctors from multiple colleges and hospitals have resigned We stand with you StopViolenceAgainstDoctors DoctorsFightBack kronik969 standwithyou
hasoc_en1_1788,Supreme Court issues notice to Mamata Banerjee's govt over delay in release of BJYM leader Priyanka Sharma following her arrest over a meme,0,Supreme Court issues notice to ममता बैनर्जी govt over delay in release of BJYM leader प्रियंका सरमा following her arrest over a meme
hasoc_en_4277,No-deal 'would threaten the very future of the UK' says Welsh Government Brexit Minister   BorisJohnsonShouldNotBePM   StopBrexit,1,डील would threaten the very future of the UK says Welsh Government Brexit Minister BorisJohnsonShouldNotBePM StopBrexit
hasoc_en_5307,it's almost like they are doing cruel things to poor &amp; marginalized people on purpose. The only thing that outweighs their incompetence is their cruelty. TrumpIsScum FuckTrump KingTrump DickTator GOPCrimeSyndicate GOPCorruption,0,its almost like they are doing cruel things to poor amp marginalized people on purpose The only thing that outweighs their incompetence is their cruelty TrumpIsScum FuckTrump KingTrump DickTator GOPCrimeSyndicate GOPCorruption
hasoc_en1_4517,"When you got average marks in exam... And ur Dad is like...    dad:- वो मिश्राजी के लडकी को देखा ?    You:- हा dad.. She is so Cute_and_Beautiful.    Dad:- कमिने मैं रिश्ते की बात नही कर रहा, उसके मार्क्स देख out of है..  मेरी चप्पल कहा है!",0,When you got average marks in exam And उर Dad is like dad व मशरज क लडक क दख You ह dad She is so Cute_and_Beautiful Dad कमन म रशत क hai नह pahunche  galtiyin मरकस दख out of ह मर चपपल कह ह
hasoc_en_254,The new world cup trophy.   ShameOnICC .,0,The new world cup trophy ShameOnICC
hasoc_en_192,It’s simple : majority of people in UK today don’t want Brexit - and %age objecting more likely to increase than decrease.  have painted themselves in ideological corner and taking country down economic dead-end.,0,Its simple majority of people in UK today डोंट want Brexit and age objecting more likely to increase than decrease have painted themselves in ideological corner and taking country down economic देदें
hasoc_en_3543,"Same BS from your mouth, different day. Do your job and quit whining. moroninchief IdiotInChief idiotTrump MoronPresident lyingTrump DerangedDonald DerangedDonnie crybaby",1,Same BS from your mouth different day Do your job and quit whining moroninchief IdiotInChief idiotTrump रेसीडेन्ट lyingTrump DerangedDonald DerangedDonnie crybaby
hasoc_en_3102,CrookedTrump circles the OANN drain    TrumpIsATraitor,1,CrookedTrump circles the OANN drain TrumpIsATraitor
hasoc_en_5513,fuck u 10th doctor Fuck You pic.twitter.com/hO9sXDzk2W,1,fuck u 12वीं doctor Fuck You pictwittercomhO9sXDzk2W
